filename,coarse_label
6OT3_2585,bulge
8QRN_3946,bulge
8G5Z_3504,bulge
9GUW_4071,bulge
6SZS_2672,bulge
6HRM_2407,bulge
8OJ5_3752,bulge
9GHH_4190,bulge
6GZZ_2389,bulge
5WFS_2173,bulge
7A5G_2939,bulge
5WFS_2174,bulge
5ND8_2067,bulge
9NJV_4198,bulge
6Y0G_2852,bulge
8EIU_3428,bulge
8RCS_3791,bulge
4V6T_1137,bulge
6VYU_2727,bulge
9GUX_4073,bulge
6ZM6_2893,bulge
7MT2_3195,bulge
6ZTL_2919,bulge
4V5M_998,bulge
8FIZ_3456,bulge
9MQ4_4109,bulge
8FLA_3567,bulge
5IQR_1859,bulge
8FZD_3975,bulge
8G2U_3676,bulge
8PHJ_3698,bulge
9GUV_4067,bulge
7NAT_3078,bulge
8RRI_4125,bulge
8EKC_3421,bulge
7M4Z_3054,bulge
8WIF_3832,bulge
8P8W_4047,bulge
6Q9A_2634,bulge
7KWG_3031,bulge
8K0Q_3871,bulge
9GHH_4191,bulge
6ZSC_2910,bulge
5MDZ_2039,bulge
4V68_1077,bulge
6GWT_2369,bulge
5MMM_2052,bulge
5MY1_2062,bulge
5LZZ_2023,bulge
6WNW_2807,bulge
6WDD_2789,bulge
7JSZ_2995,bulge
6T59_2675,bulge
5OT7_2109,bulge
5ZLU_2211,bulge
6SZS_2671,bulge
3JA1_460,bulge
6OGF_2530,bulge
7NQH_3097,bulge
7PAJ_3253,bulge
7BOD_2974,bulge
9GUW_4070,bulge
8Y38_3998,bulge
6GXO_2379,bulge
8VFT_4081,bulge
5MDV_2030,bulge
6YSS_2871,bulge
8FMW_3664,bulge
8OVA_3687,bulge
9E7F_4051,bulge
6WDH_2795,bulge
8CF8_3598,bulge
5MRE_2058,bulge
5WF0_2170,bulge
5MLC_2047,bulge
7M4Y_3051,bulge
7AFA_2956,bulge
5ZLU_2212,bulge
6TMF_2684,bulge
4V69_1078,bulge
8FLB_3569,bulge
7N31_3072,bulge
5UZ4_2140,bulge
8QRM_3944,bulge
8Z71_1167,bulge
7D4I_666,bulge
5LZC_326,bulge
9NLE_1218,bulge
4CSU_116,bulge
4V8M_255,bulge
8RXX_1041,bulge
8E3M_900,bulge
8I9W_879,bulge
6PC5_491,bulge
6SNT_524,bulge
6YST_599,bulge
5M1J_338,bulge
7OLC_739,bulge
6I7O_456,bulge
8Q4F_1088,bulge
6I0Y_455,bulge
8I9R_875,bulge
9GHA_1206,bulge
6WD9_554,bulge
6WYV_572,bulge
8FKR_912,bulge
4V79_240,bulge
6ZQB_628,bulge
6GQV_435,bulge
6ZV6_641,bulge
8I9T_876,bulge
6XZB_581,bulge
6WD2_547,bulge
7K52_679,bulge
6OKK_478,bulge
6Z6J_602,bulge
6ME0_464,bulge
6HD7_451,bulge
9MOR_1185,bulge
5WE4_394,bulge
8Y0U_998,bulge
6ZOJ_624,bulge
8FKP_910,bulge
6WDA_555,bulge
6ZMI_618,bulge
5K0Y_319,bulge
8FKV_919,bulge
8RW1_1107,bulge
4UY8_195,bulge
8P8B_1142,bulge
8RXH_1039,bulge
5WDT_393,bulge
6OM0_483,bulge
5NWY_356,bulge
6PCT_499,bulge
6YAM_591,bulge
8FKX_923,bulge
4V6P_231,bulge
8RL2_1170,bulge
8ZDB_1189,bulge
9KPH_393,bulge
5MRC_172,bulge
6YWE_259,bulge
8I7N_318,bulge
3J6B_74,bulge
8WI7_345,bulge
8K2C_353,bulge
8PJ3_361,bulge
8P2G_349,bulge
8VIO_379,bulge
5O60_2037,hairpin
6TB3_2733,hairpin
6HTQ_2366,hairpin
6N8L_2443,hairpin
6OM0_2540,hairpin
6GZZ_2334,hairpin
6GZZ_2332,hairpin
6ND4_2448,hairpin
6S13_2671,hairpin
5UYK_2109,hairpin
5UYN_2112,hairpin
6RXV_2659,hairpin
6QDW_2620,hairpin
6SPF_2694,hairpin
6QTZ_2631,hairpin
6UZ7_2754,hairpin
6Q8Y_2614,hairpin
5M1J_1932,hairpin
6OIG_2512,hairpin
5ND8_1988,hairpin
4CSU_686,hairpin
6PCQ_2601,hairpin
3J92_593,hairpin
6N8J_2434,hairpin
6SJ6_2681,hairpin
5NJT_2027,hairpin
6HRM_2365,hairpin
6RW5_2656,hairpin
5LZC_1904,hairpin
6RXT_2657,hairpin
5WLC_2131,hairpin
6N8M_2445,hairpin
5LZX_1923,hairpin
6T83_2727,hairpin
6GZX_2329,hairpin
5ZEB_2164,hairpin
6N8K_2437,hairpin
6NY2_2477,hairpin
6TH6_2739,hairpin
3J7O_577,hairpin
5LZB_1902,hairpin
6S47_2672,hairpin
6M62_2399,hairpin
6OUO_2572,hairpin
5XXB_2153,hairpin
3J7O_4710,hairpin
5JB3_19878,hairpin
5JCS_19940,hairpin
3J7O_4702,hairpin
5AFI_18216,hairpin
5JBH_19879,hairpin
5GAK_19022,hairpin
5H1S_19047,hairpin
3J6B_4669,hairpin
5IT7_19360,hairpin
3J79_4679,hairpin
5FLX_18978,hairpin
5H4P_19069,hairpin
5IT9_19438,hairpin
5AJ3_18257,hairpin
5IT7_19366,hairpin
5IQR_19342,hairpin
5ANC_18301,hairpin
5APO_18330,hairpin
5AN9_18292,hairpin
5IT7_19361,hairpin
5JBH_19882,hairpin
5IQR_19343,hairpin
5AJ4_18272,hairpin
3J7O_4707,hairpin
5ANB_18297,hairpin
3J7O_4716,hairpin
5APN_18322,hairpin
5AJ3_18253,hairpin
5AJ4_18270,hairpin
5JTE_19970,hairpin
3J6B_4670,hairpin
5IT7_19359,hairpin
5GAE_19005,hairpin
5JB3_19868,hairpin
3J7O_4705,hairpin
5APO_18332,hairpin
5AJ0_18221,hairpin
3J3W_4626,hairpin
3J5L_4655,hairpin
5IMR_19311,hairpin
6GC4_10096,hairpin
6SKF_12036,hairpin
6OKK_11149,hairpin
6LQP_10605,hairpin
3JAH_2166,hairpin
5MGP_8534,hairpin
5WE4_9309,hairpin
6Q95_11673,hairpin
6SPB_12065,hairpin
5UYQ_9185,hairpin
6TBV_12247,hairpin
6TNN_12277,hairpin
5O2R_8814,hairpin
3JCJ_2295,hairpin
5NJT_8771,hairpin
6P5I_11482,hairpin
5MC6_8437,hairpin
6T59_12184,hairpin
6GC8_10121,hairpin
6MTE_10680,hairpin
5WFS_9354,hairpin
6MTE_10688,hairpin
6UZ7_12340,hairpin
5K0Y_8121,hairpin
6QIK_11737,hairpin
6FXC_10029,hairpin
6SWA_12149,hairpin
6NU2_10829,hairpin
6OM6_11206,hairpin
6I7O_10541,hairpin
6GC0_10089,hairpin
6Q9A_11705,hairpin
6C4I_9761,hairpin
6I7O_10533,hairpin
6GC0_10087,hairpin
5LKS_8211,hairpin
6QUL_11782,hairpin
6GZZ_10336,hairpin
6ORE_11284,hairpin
5KPV_8149,hairpin
6T7T_12206,hairpin
6GZZ_10320,hairpin
5WFK_9345,hairpin
6AZ3_9536,hairpin
6PCS_11608,hairpin
5UZ4_9200,hairpin
5WLC_9364,hairpin
6O9J_10981,hairpin
6BU8_9625,hairpin
6SV4_12126,hairpin
5T2A_8933,hairpin
5KPX_8176,hairpin
5UYL_9129,hairpin
5UQ8_9098,hairpin
6GZZ_10318,hairpin
5O61_8845,hairpin
6O9K_11002,hairpin
3JBP_2232,hairpin
5U9F_9054,hairpin
5UYL_9124,hairpin
6AWC_9524,hairpin
6OM0_11200,hairpin
6T7I_12189,hairpin
6UZ7_12331,hairpin
5MPS_8569,hairpin
6GBZ_10076,hairpin
3JAH_2170,hairpin
6OUO_11417,hairpin
6TC3_12258,hairpin
5LZV_8367,hairpin
6OM7_11220,hairpin
5TCU_9004,hairpin
6V39_12350,hairpin
6RI5_11889,hairpin
6T7I_12190,hairpin
6R7Q_11847,hairpin
5V7Q_9210,hairpin
6MTB_10656,hairpin
6O7K_10915,hairpin
6AZ3_9535,hairpin
6N8J_10695,hairpin
5MGP_8528,hairpin
6R84_11861,hairpin
3J7Z_2063,hairpin
6GC4_10097,hairpin
3JAM_2195,hairpin
6T7T_12208,hairpin
6OGG_11083,hairpin
5KPW_8157,hairpin
6GXM_10213,hairpin
6GXP_10260,hairpin
6MTE_10687,hairpin
6SZS_12166,hairpin
6RW5_11906,hairpin
5L3P_8194,hairpin
6GWT_10196,hairpin
6GQV_10151,hairpin
5LZW_8370,hairpin
5U4I_9035,hairpin
3JCN_2314,hairpin
6D90_9829,hairpin
6QTZ_11778,hairpin
6H58_10351,hairpin
6SPF_12100,hairpin
6OT3_11375,hairpin
6RM3_11896,hairpin
6S0Z_11977,hairpin
6QZP_11804,hairpin
6S05_11954,hairpin
5KPX_8181,hairpin
6OLG_11178,hairpin
3JCE_2272,hairpin
5NJT_8767,hairpin
6ENF_9929,hairpin
6RW5_11908,hairpin
3J5L_1992,hairpin
5MLC_8543,hairpin
6R7Q_11854,hairpin
6R6P_11837,hairpin
5UQ7_9089,hairpin
6GXO_10239,hairpin
6V3B_12373,hairpin
6HA8_10397,hairpin
3JCJ_2297,hairpin
5OT7_8918,hairpin
6TB3_12232,hairpin
4CSU_2423,hairpin
5U4I_9037,hairpin
5LZX_8392,hairpin
6Q9A_11712,hairpin
5X8T_9427,hairpin
6G5I_10053,hairpin
3JAP_2207,hairpin
6GAW_10061,hairpin
5XXU_9438,hairpin
5O5J_8826,hairpin
6OFX_11034,hairpin
6GC0_10083,hairpin
6P5I_11480,hairpin
6RXT_11910,hairpin
6OG7_11050,hairpin
6NU2_10823,hairpin
6R6P_11839,hairpin
6PCQ_11588,hairpin
6HMA_10481,hairpin
6FTG_10004,hairpin
6P4H_11471,hairpin
6RXY_11933,hairpin
5X8P_9416,hairpin
6ERI_9965,hairpin
6HRM_10496,hairpin
6ENU_9952,hairpin
6KL9_10580,hairpin
6HA1_10389,hairpin
5MDY_8480,hairpin
6TC3_12252,hairpin
5MDY_8472,hairpin
6GXM_10209,hairpin
3JCD_2260,hairpin
6GXP_10255,hairpin
6R6P_11834,hairpin
4A2I_2376,hairpin
6TNU_12297,hairpin
6T7I_12194,hairpin
5UQ8_9102,hairpin
3JBV_2248,hairpin
6SKG_12048,hairpin
6OGF_11067,hairpin
6I0Y_10520,hairpin
5LI0_8203,hairpin
6T83_12220,hairpin
6QYZ_11799,hairpin
5LZD_8296,hairpin
6PC8_11559,hairpin
5LZE_8308,hairpin
6P5K_11501,hairpin
6R6P_11841,hairpin
6PJ6_11632,hairpin
5MDZ_8491,hairpin
6GWT_10200,hairpin
5U9F_9062,hairpin
5LZZ_8411,hairpin
3JCJ_2298,hairpin
6OLE_11152,hairpin
6TC3_12257,hairpin
6O9K_11001,hairpin
6DZK_9888,hairpin
5UYM_9141,hairpin
3JCD_2266,hairpin
6HTQ_10510,hairpin
5T2A_8932,hairpin
6GAW_10062,hairpin
5NGM_8755,hairpin
6HTQ_10507,hairpin
6N8L_10714,hairpin
6GB2_10069,hairpin
5LZE_8307,hairpin
5KPV_8146,hairpin
6I0Y_10519,hairpin
6HMA_10484,hairpin
6FXC_10025,hairpin
6Q98_11700,hairpin
5LZU_8356,hairpin
3JBO_2222,hairpin
6SPD_12081,hairpin
5WLC_9363,hairpin
6G5I_10054,hairpin
5U9F_9058,hairpin
6T4Q_12176,hairpin
6S12_11991,hairpin
6Q98_11691,hairpin
4CSU_2422,hairpin
6DDG_9856,hairpin
6O7K_10916,hairpin
6O8Y_10953,hairpin
5T62_8951,hairpin
6NQB_10773,hairpin
6R6G_11826,hairpin
5LZV_8362,hairpin
6SPB_12070,hairpin
6M62_10635,hairpin
6ENU_9944,hairpin
6GC6_10103,hairpin
6OG7_11052,hairpin
6V3B_12367,hairpin
6FXC_10023,hairpin
5WFK_9349,hairpin
6R84_11856,hairpin
6OGG_11089,hairpin
3J7Q_2036,hairpin
5LZS_8328,hairpin
3JCT_2325,hairpin
6GXO_10242,hairpin
5ZET_9505,hairpin
6HCQ_10441,hairpin
5NO4_8784,hairpin
6QT0_11772,hairpin
3JAG_2155,hairpin
5V7Q_9204,hairpin
6ERI_9961,hairpin
3J7Q_2034,hairpin
6QUL_11783,hairpin
6QTZ_11776,hairpin
5LZV_8366,hairpin
6P5I_11481,hairpin
6V3D_12374,hairpin
5X8T_9424,hairpin
6HIV_10477,hairpin
3J9Z_2127,hairpin
6OM6_11214,hairpin
6GC7_10113,hairpin
3JAP_2206,hairpin
6QIK_11734,hairpin
5LZU_8351,hairpin
6Q98_11704,hairpin
6PC5_11538,hairpin
6S12_11989,hairpin
6PPK_11649,hairpin
6OGG_11087,hairpin
6GZX_10303,hairpin
3JCE_2280,hairpin
6QDW_11724,hairpin
3J9M_2096,hairpin
6D90_9823,hairpin
6QIK_11733,hairpin
4CXG_2431,hairpin
6SKG_12043,hairpin
5KPW_8162,hairpin
6ENF_9928,hairpin
6OGG_11081,hairpin
5LKS_8212,hairpin
6TPQ_12303,hairpin
5LZC_8275,hairpin
6RXT_11913,hairpin
5LZT_8345,hairpin
3J7P_2026,hairpin
6O8W_10927,hairpin
6PIJ_11622,hairpin
3JBU_2246,hairpin
5LZE_8303,hairpin
5KPS_8134,hairpin
6R6P_9187,hairpin
6D90_7614,hairpin
6GZ4_7978,hairpin
6SWA_9398,hairpin
5LZX_6532,hairpin
5MYJ_6687,hairpin
5ZET_7361,hairpin
5MMM_6653,hairpin
6FXC_7769,hairpin
6HTQ_8149,hairpin
3J9Z_1588,hairpin
6T7T_9442,hairpin
6GB2_7811,hairpin
3JBO_1655,hairpin
6V3D_9580,hairpin
3J6B_1482,hairpin
6HCJ_8087,hairpin
3JAJ_1629,hairpin
3JBN_1645,hairpin
6ORE_8776,hairpin
6R6G_9178,hairpin
6OGF_8604,hairpin
6OLE_8659,hairpin
3JBP_1661,hairpin
5U9F_7033,hairpin
6T7I_9435,hairpin
6FTJ_7762,hairpin
3J9Y_1579,hairpin
5LMO_6433,hairpin
6NU2_8396,hairpin
6OUO_8876,hairpin
3JAI_1624,hairpin
6P5N_8948,hairpin
6SWA_9403,hairpin
6N8M_8304,hairpin
6LQM_8214,hairpin
6OM7_8725,hairpin
5XXB_7308,hairpin
6ERI_7713,hairpin
6SV4_9371,hairpin
6TC3_9481,hairpin
5MYJ_6693,hairpin
6S0Z_9272,hairpin
6GC4_7834,hairpin
5ZEP_7354,hairpin
6ENU_7706,hairpin
5KPX_6401,hairpin
6OSK_8819,hairpin
5ND9_6725,hairpin
6HA1_8049,hairpin
5LZC_6464,hairpin
4CSU_1842,hairpin
6SPG_9369,hairpin
6S13_9289,hairpin
6TMF_9488,hairpin
6N8K_8288,hairpin
3J7Z_1526,hairpin
6C4I_7566,hairpin
6GC0_7826,hairpin
6O8W_8483,hairpin
6ORL_8787,hairpin
6T59_9430,hairpin
6NU2_8390,hairpin
5UYN_7115,hairpin
6MTB_8258,hairpin
6P5N_8949,hairpin
5ZET_7364,hairpin
6LQS_8217,hairpin
3J9Z_1590,hairpin
6GZZ_8013,hairpin
3J92_1547,hairpin
6HMA_8128,hairpin
6ENU_7707,hairpin
6O8Z_8513,hairpin
5LZF_6492,hairpin
5WDT_7239,hairpin
6SWA_9399,hairpin
5LZX_6536,hairpin
6DZI_7659,hairpin
5O60_6853,hairpin
5X8P_7287,hairpin
6R84_9205,hairpin
5UQ7_7059,hairpin
6FTI_7753,hairpin
6OM7_8728,hairpin
5O60_6862,hairpin
3J9W_1566,hairpin
5UYL_7097,hairpin
5JUU_6339,hairpin
6O8Z_8516,hairpin
6D9J_7620,hairpin
5OT7_6929,hairpin
6ENF_7688,hairpin
6O90_8532,hairpin
6ELZ_7678,hairpin
6GC8_7853,hairpin
6PC7_8973,hairpin
6TPQ_9516,hairpin
6TNU_9503,hairpin
6I7O_8174,hairpin
5JUU_6340,hairpin
6DNC_7642,hairpin
5WDT_7237,hairpin
3JBP_1666,hairpin
5UQ8_7076,hairpin
6SWD_9407,hairpin
6P5K_8943,hairpin
5U9F_7029,hairpin
6UZ7_9550,hairpin
5NP6_6822,hairpin
5V93_7176,hairpin
5O61_6868,hairpin
6R6P_9191,hairpin
6N8J_8281,hairpin
6FXC_7781,hairpin
6PCQ_8998,hairpin
6MTB_8259,hairpin
4CE4_1834,hairpin
3JBV_1676,hairpin
6DDD_7627,hairpin
5LZU_6510,hairpin
5LZE_6484,hairpin
5MGP_6623,hairpin
6TH6_9486,hairpin
6I7O_8180,hairpin
3JBU_1673,hairpin
6I9R_8195,hairpin
5LZX_6535,hairpin
6N8K_8289,hairpin
5MMI_6638,hairpin
6HCJ_8082,hairpin
5UYQ_7134,hairpin
6ORE_8781,hairpin
6ORL_8789,hairpin
6R7Q_9195,hairpin
6GZZ_8018,hairpin
3J9Y_1578,hairpin
6ELZ_7679,hairpin
6PVK_9068,hairpin
6S47_9291,hairpin
5UYP_7121,hairpin
6S47_9296,hairpin
5MRF_6684,hairpin
6SWA_9400,hairpin
5OA3_6878,hairpin
6R6P_9189,hairpin
6G18_7789,hairpin
6H58_8042,hairpin
6N8J_8280,hairpin
6PPF_9043,hairpin
6ENU_7709,hairpin
6O8Y_8505,hairpin
3JAH_1613,hairpin
3JAM_1634,hairpin
6OT3_8842,hairpin
6H58_8040,hairpin
6OLZ_8696,hairpin
3J9Z_1592,hairpin
5LZT_6507,hairpin
6OLF_8666,hairpin
5WE4_7248,hairpin
6GXO_7951,hairpin
6OGG_8610,hairpin
5MMJ_6644,hairpin
6GZX_8003,hairpin
6RBE_9221,hairpin
6AZ1_7392,hairpin
6Q98_9095,hairpin
6MTE_8272,hairpin
6FEC_7726,hairpin
5LZS_6499,hairpin
3JCD_1687,hairpin
6DNC_7639,hairpin
5KPX_6397,hairpin
3JAJ_1628,hairpin
6GXO_7948,hairpin
6SPB_9335,hairpin
6PCR_9009,hairpin
6GZX_8002,hairpin
5WFS_7274,hairpin
3J8G_1538,hairpin
5O60_6859,hairpin
6S0K_9251,hairpin
6O8W_8477,hairpin
3J6B_1481,hairpin
3J7Q_1508,hairpin
6UZ7_9548,hairpin
6OIG_8627,hairpin
5UYL_7098,hairpin
6PCR_9004,hairpin
3J9M_1555,hairpin
6RW5_9235,hairpin
6BU8_7458,hairpin
5UQ7_7056,hairpin
6I7O_8178,hairpin
6N8K_8285,hairpin
6PVK_9066,hairpin
3J7R_1512,hairpin
3J79_1491,hairpin
6OLG_8679,hairpin
5T6R_6972,hairpin
6OG7_8592,hairpin
5UQ8_7079,hairpin
5MGP_6622,hairpin
6OGG_8612,hairpin
6S0Z_9270,hairpin
5LZD_6473,hairpin
6S0K_9252,hairpin
6QIK_9112,hairpin
5UYM_7107,hairpin
5ADY_4880,hairpin
5AFI_4888,hairpin
5H1S_5113,hairpin
5IMQ_5191,hairpin
3J7A_1388,hairpin
5AKA_4908,hairpin
5G2X_5091,hairpin
3J77_1380,hairpin
5JTE_5351,hairpin
5H4P_5121,hairpin
3J45_1363,hairpin
5IMQ_5180,hairpin
5IT7_5213,hairpin
5ANB_4922,hairpin
